emotion,cleaned_text
joy,gained acquaintance nicest sweetest people youll ever meet place feel welcomed accepted
joy,feel amused self consious foolish amused deeply disturbed reactions
sad,already feel inhibited letting views known
sad,sit around feeling useless unworthy try remind survival fittest doesnt mean mean people win even luckiest
joy,ill attending college classes ill bunch stuff tell guys like classes going im feeling meet anyone cute
sad,feel lonely know im greatest dumb wife didnt understand support
fear,ive decided family prefers sane mom laugh fun one feels like uptight loser making unrealistic mental lists feeling like failure
joy,feel even secrets ones think really people internalized convinced
sad,unsatisfied unhappy feeling generally unsuccessful
joy,feeling way allowing emotions let almost suddenly lighter bouncy closer upbeat self
joy,could feel relaxed accepting marriage promising life together little time
joy,remember last time felt way must admit feels amazing
joy,ask anything done advance social status colored man except give fair chance develop good give access schools travels let feel assured conduct regulate treatment fare receive
joy,feel little trusting
joy,make effort simply walk slower prepare food slower focus one thing time feel calm safe body
sad,left feeling anger fury discontent unsettled etc
anger,id silently complain get haste shut sliding glass door return bed feeling irritated
fear,feel really weird today
fear,gained pounds started feeling uncomfortable body
sad,alot fun guys first time live didnt feel much discontent
joy,feel honoured chuffed
love,like feeling thinking maybe loved one person city wearing really neat item maybe help feel fuzzy special feeling inside
joy,im plunged feeling festive east riding artists christmas social tonight
love,feel longing school craze
sad,im feeling kinda boring hopefully tweaks reality
fear,always feel restless lately
love,feel nostalgic places never
anger,feel offender tortured animals kid wasnt properly potty trained proberly owns pink shirt
joy,feel eager study course
sad,feel inadequate like anything right god good loves whispering perfect way
love,ive got gut feeling would flattered link use work please considerate remember credit author using work
sad,also like running makes feel awful
joy,feel like sometimes sure serve others pray opportunities look day see god use us children looking relief bring
sad,get caught going feel awful redoing today remove tomorrow
anger,lost phone weeks ago start tell liberated feel contacts called bothered find eons
sad,even remember feel damaged first place
joy,walked feeling bit relaxed prospect working things
sad,feel instantly cooler less like lame mom thing
joy,look forward future moment progressing career making income feeling like supporting
sad,actually feel little disappointed died easily
sad,would feel aching raw hurt scars heal
sad,feeling sorry workers however going without jobs knows miracle might happen
suprise,amerikal hoca feel like yes push harder waaaw amazing yes yes feel oh god oooh amazing strong falan eklinde konu uyolar
anger,still feel sort bitchy mean today
joy,feel hopeful new year
fear,start worry people find weird dont like feel strange around misinterpret everything wanting around
sad,wake feeling beaten dont feel way right im probably going tempted lake
sad,didnt feel badly despite feeling little bit groggy still entirely possessing total sense smell
joy,feel like carefree yet earth done
love,want feel loved
love,ive never feeling caring hurting worrying stupid substance
joy,feeling really cute sexy days wait see much sexy get weight continues drop
anger,considerate air creates people around feel though might look bit like selfish person first view
joy,stated feel many lilly prints much however one perfect
sad,like feel sooo stupid
joy,know pretty late still feeling energetic guess yuen yang ya kun
fear,write observe tipping point feel insecure see whether correctly friendship cooling
suprise,im still feeling like girl surprised boy mind messing everyone keeps telling think boy
sad,feel much sleep deprived two kiddos ever one daniel sleeps like dream
joy,ive got skinny legs feel assured safety group scenarios
joy,feel like smile myspace picture really sincere
joy,im carrying feels energetic one time tired max next time
anger,even spent small amount time upset annoyed worried pissed makes feel little aggravated
joy,feel triumphant strong umm fan freakingtastic even sarcastic
anger,happy feel sugar hangover feeling going away cranky depressed feeling subsiding
anger,male
suprise,feel like reading im curious know happens heathcliff one characters genuinely pity
joy,feel eager thinking door come
joy,feel truthful around
